hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Expenditure quintile 5 (high),2008,expq5,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,10.6,6.1
Expenditure quintile 5 (high),2008,expq5,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.6,77.9,45.1
Expenditure quintile 5 (high),2008,expq5,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,8.6,5
Expenditure quintile 5 (high),2008,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.7,29.7,17.2
Expenditure quintile 5 (high),2008,expq5,13,Other expenditure,Interest,group,13,Other expenditure,Interest,12.3,210.2,121.7
Expenditure quintile 5 (high),2008,expq5,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,12.3,210.2,121.7
Expenditure quintile 5 (high),2008,expq5,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,3.3,57.1,33.1
Expenditure quintile 5 (high),2008,expq5,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2,33.7,19.5
Expenditure quintile 5 (high),2008,expq5,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,2.8,48.2,27.9
Expenditure quintile 5 (high),2008,expq5,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.7,79.7,46.1
Maori,2008,maori,1,Food,Food,group,1,Food,Food,17.7,120,67.3
Maori,2008,maori,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2,13.7,7.7
Maori,2008,maori,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.5,23.9,13.4
Maori,2008,maori,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.2,48.8,27.4
Maori,2008,maori,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,11.7,6.5
Maori,2008,maori,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.2,21.9,12.3
Maori,2008,maori,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,8.3,56.2,31.5
Maori,2008,maori,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.3,28.9,16.2
Maori,2008,maori,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4,27.4,15.3
Maori,2008,maori,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.6,17.7,9.9
Maori,2008,maori,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.2,14.8,8.3
Maori,2008,maori,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.4,2.8,1.6
Maori,2008,maori,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,25.7,174.3,97.7
Maori,2008,maori,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,16.3,110.6,62
Maori,2008,maori,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.4,9.1,5.1
Maori,2008,maori,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.4,16.2,9.1
Maori,2008,maori,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.7,38.4,21.5
Maori,2008,maori,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4,27,15.1
Maori,2008,maori,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.3,8.9,5
Maori,2008,maori,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.3,2.3,1.3
Maori,2008,maori,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1,6.8,3.8
Maori,2008,maori,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,1.8,1
Maori,2008,maori,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.4,2.5,1.4
Maori,2008,maori,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.7,4.7,2.6
Maori,2008,maori,6,Health,Health,group,6,Health,Health,2.6,17.3,9.7
Maori,2008,maori,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.8,5.1,2.8
Maori,2008,maori,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.6,11,6.2
Maori,2008,maori,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,1.2,0.7
Maori,2008,maori,7,Transport,Transport,group,7,Transport,Transport,12.6,85,47.7
Maori,2008,maori,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.4,9.4,5.3
Maori,2008,maori,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.7,65.6,36.8
Maori,2008,maori,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.5,10,5.6
Maori,2008,maori,8,Communication,Communication,group,8,Communication,Communication,3.8,25.6,14.4
Maori,2008,maori,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.4,0.2
Maori,2008,maori,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,1.6,0.9
Maori,2008,maori,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.5,23.7,13.3
Maori,2008,maori,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,6.6,44.5,24.9
Maori,2008,maori,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.5,10.1,5.6
Maori,2008,maori,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.5,0.8
Maori,2008,maori,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.5,10.4,5.8
Maori,2008,maori,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,1.9,12.7,7.1
Maori,2008,maori,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.9,6.4,3.6
Maori,2008,maori,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.4,0.8
Maori,2008,maori,10,Education,Education,group,10,Education,Education,1.2,8.3,4.6
Maori,2008,maori,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,1.7,1
Maori,2008,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.5,3.5,1.9
Maori,2008,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,2.8,1.6
Maori,2008,maori,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.2,0.1
Maori,2008,maori,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,7.7,52.2,29.3
Maori,2008,maori,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.9,12.7,7.1
Maori,2008,maori,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,2.1,1.2
Maori,2008,maori,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.7,18.1,10.1
Maori,2008,maori,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,4.5,2.5
Maori,2008,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,14.9,8.3
Maori,2008,maori,13,Other expenditure,Interest,group,13,Other expenditure,Interest,7.2,49,27.5
Maori,2008,maori,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,7.2,49,27.5
Maori,2008,maori,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,16.3,110.6,62
Maori,2008,maori,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2,13.7,7.7
Maori,2008,maori,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4.8,32.3,18.1
Maori,2008,maori,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6.4,43,24.1
Superannuitant,2008,super,1,Food,Food,group,1,Food,Food,19.2,79.1,63.2
Superannuitant,2008,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.5,14.3,11.4
Superannuitant,2008,super,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.6,14.9,11.9
Superannuitant,2008,super,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.8,36.3,29
Superannuitant,2008,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.4,5.7,4.6
Superannuitant,2008,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,1.9,8,6.4
Superannuitant,2008,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.3,17.8,14.2
Superannuitant,2008,super,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3,12.6,10.1
Superannuitant,2008,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,1.3,5.2,4.2
Superannuitant,2008,super,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.4,14.2,11.3
Superannuitant,2008,super,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.7,11,8.8
Superannuitant,2008,super,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.8,3.2,2.6
Superannuitant,2008,super,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,20.4,84.3,67.4
Superannuitant,2008,super,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,3.6,14.8,11.8
Superannuitant,2008,super,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2.9,11.8,9.4
Superannuitant,2008,super,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,6.6,27.1,21.7
Superannuitant,2008,super,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,7.4,30.6,24.5
Superannuitant,2008,super,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,5.4,22.2,17.7
Superannuitant,2008,super,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.5,6.1,4.9
Superannuitant,2008,super,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.5,2,1.6
Superannuitant,2008,super,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.3,5.5,4.4
Superannuitant,2008,super,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,0.7,0.5
Superannuitant,2008,super,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.7,2.7,2.2
Superannuitant,2008,super,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.3,5.2,4.2
Superannuitant,2008,super,6,Health,Health,group,6,Health,Health,7.6,31.2,24.9
Superannuitant,2008,super,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.7,7.1,5.7
Superannuitant,2008,super,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,4.8,19.6,15.7
Superannuitant,2008,super,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,1.1,4.5,3.6
Superannuitant,2008,super,7,Transport,Transport,group,7,Transport,Transport,13.1,54.2,43.3
Superannuitant,2008,super,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.5,10.3,8.2
Superannuitant,2008,super,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.2,34,27.2
Superannuitant,2008,super,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.4,9.9,7.9
Superannuitant,2008,super,8,Communication,Communication,group,8,Communication,Communication,3.9,15.9,12.7
Superannuitant,2008,super,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.3,1.3,1
Superannuitant,2008,super,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.3,0.3
Superannuitant,2008,super,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.5,14.3,11.5
Superannuitant,2008,super,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,9.3,38.3,30.6
Superannuitant,2008,super,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.1,4.4,3.5
Superannuitant,2008,super,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.4,1.8,1.4
Superannuitant,2008,super,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2,8.1,6.5
Superannuitant,2008,super,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.1,8.6,6.8
Superannuitant,2008,super,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,2.3,9.5,7.6
Superannuitant,2008,super,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.6,2.3,1.8
Superannuitant,2008,super,10,Education,Education,group,10,Education,Education,0.2,1,0.8
Superannuitant,2008,super,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0,0,0
Superannuitant,2008,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,0.9,0.7
Superannuitant,2008,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0,0,0
Superannuitant,2008,super,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0
Superannuitant,2008,super,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,12,49.5,39.5
Superannuitant,2008,super,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,8.7,7
Superannuitant,2008,super,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.1,0.9
Superannuitant,2008,super,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.8,24.1,19.3
Superannuitant,2008,super,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,1.4,1.1
Superannuitant,2008,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,3.4,14.1,11.3
Superannuitant,2008,super,13,Other expenditure,Interest,group,13,Other expenditure,Interest,1.3,5.4,4.4
Superannuitant,2008,super,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,1.3,5.4,4.4
Superannuitant,2008,super,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,3.6,14.8,11.8
Superannuitant,2008,super,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,6,24.8,19.9
Superannuitant,2008,super,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,6.6,27.5,21.9
