species,year,variable,units,magnitude,source,data_value,flag
Garfish,2007,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Garfish,2007,Catch,Tonnes,Actual,Environmental Accounts,10.3,
Garfish,2007,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2008,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Garfish,2008,Catch,Tonnes,Actual,Environmental Accounts,8,
Garfish,2008,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2009,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2009,Catch,Tonnes,Actual,Environmental Accounts,11.2,
Garfish,2009,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2010,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2010,Catch,Tonnes,Actual,Environmental Accounts,12.1,
Garfish,2010,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2011,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2011,Catch,Tonnes,Actual,Environmental Accounts,12.5,
Garfish,2011,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2012,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2012,Catch,Tonnes,Actual,Environmental Accounts,8.5,
Garfish,2012,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2013,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2013,Catch,Tonnes,Actual,Environmental Accounts,11.5,
Garfish,2013,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2014,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2014,Catch,Tonnes,Actual,Environmental Accounts,15.4,
Garfish,2014,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2015,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2015,Catch,Tonnes,Actual,Environmental Accounts,16.4,
Garfish,2015,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2016,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Garfish,2016,Catch,Tonnes,Actual,Environmental Accounts,24.7,
Garfish,2016,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2017,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Garfish,2017,Catch,Tonnes,Actual,Environmental Accounts,26,
Garfish,2017,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2018,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Garfish,2018,Catch,Tonnes,Actual,Environmental Accounts,20.2,
Garfish,2018,TACC,Tonnes,Actual,Environmental Accounts,50,
Garfish,2019,Asset value,Dollars,Millions,Environmental Accounts,0.6,P
Garfish,2019,Catch,Tonnes,Actual,Environmental Accounts,16.4,P
Garfish,2019,TACC,Tonnes,Actual,Environmental Accounts,50,P
Gemfish,1996,Asset value,Dollars,Millions,Environmental Accounts,30,
Gemfish,1996,TACC,Tonnes,Actual,Environmental Accounts,7480.4,
Gemfish,1997,Asset value,Dollars,Millions,Environmental Accounts,37.7,
Gemfish,1997,TACC,Tonnes,Actual,Environmental Accounts,4861.9,
Gemfish,1998,Asset value,Dollars,Millions,Environmental Accounts,16.8,
Gemfish,1998,TACC,Tonnes,Actual,Environmental Accounts,2211,
Gemfish,1999,Asset value,Dollars,Millions,Environmental Accounts,11.2,
Gemfish,1999,TACC,Tonnes,Actual,Environmental Accounts,1590,
Gemfish,2000,Asset value,Dollars,Millions,Environmental Accounts,11.1,
Gemfish,2000,TACC,Tonnes,Actual,Environmental Accounts,1590,
Gemfish,2001,Asset value,Dollars,Millions,Environmental Accounts,10.5,
Gemfish,2001,TACC,Tonnes,Actual,Environmental Accounts,1590,
Gemfish,2002,Asset value,Dollars,Millions,Environmental Accounts,5.2,
Gemfish,2002,Catch,Tonnes,Actual,Environmental Accounts,664,
Gemfish,2002,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2003,Asset value,Dollars,Millions,Environmental Accounts,9.7,
Gemfish,2003,Catch,Tonnes,Actual,Environmental Accounts,901.9,
Gemfish,2003,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2004,Asset value,Dollars,Millions,Environmental Accounts,8.4,
Gemfish,2004,Catch,Tonnes,Actual,Environmental Accounts,1141.8,
Gemfish,2004,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2005,Asset value,Dollars,Millions,Environmental Accounts,8.3,
Gemfish,2005,Catch,Tonnes,Actual,Environmental Accounts,1199.3,
Gemfish,2005,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2006,Asset value,Dollars,Millions,Environmental Accounts,12.8,
Gemfish,2006,Catch,Tonnes,Actual,Environmental Accounts,687.7,
Gemfish,2006,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2007,Asset value,Dollars,Millions,Environmental Accounts,10.5,
Gemfish,2007,Catch,Tonnes,Actual,Environmental Accounts,766.9,
Gemfish,2007,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2008,Asset value,Dollars,Millions,Environmental Accounts,10.8,
Gemfish,2008,Catch,Tonnes,Actual,Environmental Accounts,662.2,
Gemfish,2008,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2009,Asset value,Dollars,Millions,Environmental Accounts,8,
Gemfish,2009,Catch,Tonnes,Actual,Environmental Accounts,606.3,
Gemfish,2009,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2010,Asset value,Dollars,Millions,Environmental Accounts,7.7,
Gemfish,2010,Catch,Tonnes,Actual,Environmental Accounts,587.2,
Gemfish,2010,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2011,Asset value,Dollars,Millions,Environmental Accounts,8.9,
Gemfish,2011,Catch,Tonnes,Actual,Environmental Accounts,859.8,
Gemfish,2011,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2012,Asset value,Dollars,Millions,Environmental Accounts,9.9,
Gemfish,2012,Catch,Tonnes,Actual,Environmental Accounts,637.7,
Gemfish,2012,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2013,Asset value,Dollars,Millions,Environmental Accounts,8.4,
Gemfish,2013,Catch,Tonnes,Actual,Environmental Accounts,579.9,
Gemfish,2013,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2014,Asset value,Dollars,Millions,Environmental Accounts,10.3,
Gemfish,2014,Catch,Tonnes,Actual,Environmental Accounts,763.9,
Gemfish,2014,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2015,Asset value,Dollars,Millions,Environmental Accounts,11.7,
Gemfish,2015,Catch,Tonnes,Actual,Environmental Accounts,502.5,
Gemfish,2015,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2016,Asset value,Dollars,Millions,Environmental Accounts,12.4,
Gemfish,2016,Catch,Tonnes,Actual,Environmental Accounts,677.4,
Gemfish,2016,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2017,Asset value,Dollars,Millions,Environmental Accounts,13.6,
Gemfish,2017,Catch,Tonnes,Actual,Environmental Accounts,1159.1,
Gemfish,2017,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2018,Asset value,Dollars,Millions,Environmental Accounts,15.6,R
Gemfish,2018,Catch,Tonnes,Actual,Environmental Accounts,1612,R
Gemfish,2018,TACC,Tonnes,Actual,Environmental Accounts,1060.4,
Gemfish,2019,Asset value,Dollars,Millions,Environmental Accounts,19.1,P
Gemfish,2019,Catch,Tonnes,Actual,Environmental Accounts,2191.8,P
Gemfish,2019,TACC,Tonnes,Actual,Environmental Accounts,1060.4,P
Ghost Shark,1999,Asset value,Dollars,Millions,Environmental Accounts,4.9,
Ghost Shark,1999,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2000,Asset value,Dollars,Millions,Environmental Accounts,3.6,
Ghost Shark,2000,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2001,Asset value,Dollars,Millions,Environmental Accounts,4.1,
Ghost Shark,2001,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2002,Asset value,Dollars,Millions,Environmental Accounts,6,
Ghost Shark,2002,Catch,Tonnes,Actual,Environmental Accounts,2064,
Ghost Shark,2002,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2003,Asset value,Dollars,Millions,Environmental Accounts,5.8,
Ghost Shark,2003,Catch,Tonnes,Actual,Environmental Accounts,2530.1,
Ghost Shark,2003,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2004,Asset value,Dollars,Millions,Environmental Accounts,7.6,
Ghost Shark,2004,Catch,Tonnes,Actual,Environmental Accounts,1962.6,
Ghost Shark,2004,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2005,Asset value,Dollars,Millions,Environmental Accounts,7.2,
Ghost Shark,2005,Catch,Tonnes,Actual,Environmental Accounts,2117.7,
Ghost Shark,2005,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2006,Asset value,Dollars,Millions,Environmental Accounts,2.2,
Ghost Shark,2006,Catch,Tonnes,Actual,Environmental Accounts,1725.7,
Ghost Shark,2006,TACC,Tonnes,Actual,Environmental Accounts,2943,
Ghost Shark,2007,Asset value,Dollars,Millions,Environmental Accounts,2.3,
Ghost Shark,2007,Catch,Tonnes,Actual,Environmental Accounts,2005.8,
Ghost Shark,2007,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2008,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Ghost Shark,2008,Catch,Tonnes,Actual,Environmental Accounts,1911.2,
Ghost Shark,2008,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2009,Asset value,Dollars,Millions,Environmental Accounts,3,
Ghost Shark,2009,Catch,Tonnes,Actual,Environmental Accounts,1967.5,
Ghost Shark,2009,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2010,Asset value,Dollars,Millions,Environmental Accounts,3.7,
Ghost Shark,2010,Catch,Tonnes,Actual,Environmental Accounts,2028.1,
Ghost Shark,2010,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2011,Asset value,Dollars,Millions,Environmental Accounts,3,
Ghost Shark,2011,Catch,Tonnes,Actual,Environmental Accounts,2342,
Ghost Shark,2011,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2012,Asset value,Dollars,Millions,Environmental Accounts,3.1,
Ghost Shark,2012,Catch,Tonnes,Actual,Environmental Accounts,2240.7,
Ghost Shark,2012,TACC,Tonnes,Actual,Environmental Accounts,3012,
Ghost Shark,2013,Asset value,Dollars,Millions,Environmental Accounts,5.7,
Ghost Shark,2013,Catch,Tonnes,Actual,Environmental Accounts,1683.5,
Ghost Shark,2013,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2014,Asset value,Dollars,Millions,Environmental Accounts,4.4,
Ghost Shark,2014,Catch,Tonnes,Actual,Environmental Accounts,1817.3,
Ghost Shark,2014,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2015,Asset value,Dollars,Millions,Environmental Accounts,4.9,
Ghost Shark,2015,Catch,Tonnes,Actual,Environmental Accounts,1282.4,
Ghost Shark,2015,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2016,Asset value,Dollars,Millions,Environmental Accounts,5.8,
Ghost Shark,2016,Catch,Tonnes,Actual,Environmental Accounts,1369.4,
Ghost Shark,2016,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2017,Asset value,Dollars,Millions,Environmental Accounts,6.3,
Ghost Shark,2017,Catch,Tonnes,Actual,Environmental Accounts,1382.4,
Ghost Shark,2017,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2018,Asset value,Dollars,Millions,Environmental Accounts,7,R
Ghost Shark,2018,Catch,Tonnes,Actual,Environmental Accounts,1362.6,R
Ghost Shark,2018,TACC,Tonnes,Actual,Environmental Accounts,3047,
Ghost Shark,2019,Asset value,Dollars,Millions,Environmental Accounts,7.9,P
Ghost Shark,2019,Catch,Tonnes,Actual,Environmental Accounts,1402.1,P
Ghost Shark,2019,TACC,Tonnes,Actual,Environmental Accounts,3047,P
Giant Spider Crab,2005,Asset value,Dollars,Millions,Environmental Accounts,1,
Giant Spider Crab,2005,Catch,Tonnes,Actual,Environmental Accounts,33.9,
Giant Spider Crab,2005,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2006,Asset value,Dollars,Millions,Environmental Accounts,,
Giant Spider Crab,2006,Catch,Tonnes,Actual,Environmental Accounts,72.1,
Giant Spider Crab,2006,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2007,Asset value,Dollars,Millions,Environmental Accounts,,
Giant Spider Crab,2007,Catch,Tonnes,Actual,Environmental Accounts,29.6,
Giant Spider Crab,2007,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2008,Asset value,Dollars,Millions,Environmental Accounts,1.9,
Giant Spider Crab,2008,Catch,Tonnes,Actual,Environmental Accounts,29.5,
Giant Spider Crab,2008,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2009,Asset value,Dollars,Millions,Environmental Accounts,1.2,
Giant Spider Crab,2009,Catch,Tonnes,Actual,Environmental Accounts,36.2,
Giant Spider Crab,2009,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2010,Asset value,Dollars,Millions,Environmental Accounts,1.9,
Giant Spider Crab,2010,Catch,Tonnes,Actual,Environmental Accounts,84.1,
Giant Spider Crab,2010,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2011,Asset value,Dollars,Millions,Environmental Accounts,2.3,
Giant Spider Crab,2011,Catch,Tonnes,Actual,Environmental Accounts,43.1,
Giant Spider Crab,2011,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2012,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Giant Spider Crab,2012,Catch,Tonnes,Actual,Environmental Accounts,98.6,
Giant Spider Crab,2012,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2013,Asset value,Dollars,Millions,Environmental Accounts,1.7,
Giant Spider Crab,2013,Catch,Tonnes,Actual,Environmental Accounts,139.6,
Giant Spider Crab,2013,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2014,Asset value,Dollars,Millions,Environmental Accounts,1.6,
Giant Spider Crab,2014,Catch,Tonnes,Actual,Environmental Accounts,146.2,
Giant Spider Crab,2014,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2015,Asset value,Dollars,Millions,Environmental Accounts,1.6,
Giant Spider Crab,2015,Catch,Tonnes,Actual,Environmental Accounts,223.6,
Giant Spider Crab,2015,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2016,Asset value,Dollars,Millions,Environmental Accounts,,
Giant Spider Crab,2016,Catch,Tonnes,Actual,Environmental Accounts,80.3,
Giant Spider Crab,2016,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2017,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Giant Spider Crab,2017,Catch,Tonnes,Actual,Environmental Accounts,186.5,
Giant Spider Crab,2017,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2018,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Giant Spider Crab,2018,Catch,Tonnes,Actual,Environmental Accounts,243,
Giant Spider Crab,2018,TACC,Tonnes,Actual,Environmental Accounts,419,
Giant Spider Crab,2019,Asset value,Dollars,Millions,Environmental Accounts,0.4,P
Giant Spider Crab,2019,Catch,Tonnes,Actual,Environmental Accounts,154.4,P
Giant Spider Crab,2019,TACC,Tonnes,Actual,Environmental Accounts,419,P
Green-lipped Mussel,2005,Asset value,Dollars,Millions,Environmental Accounts,10.2,
Green-lipped Mussel,2005,Catch,Tonnes,Actual,Environmental Accounts,538.6,
Green-lipped Mussel,2005,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2006,Asset value,Dollars,Millions,Environmental Accounts,10.5,
Green-lipped Mussel,2006,Catch,Tonnes,Actual,Environmental Accounts,334.8,
Green-lipped Mussel,2006,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2007,Asset value,Dollars,Millions,Environmental Accounts,12.1,
Green-lipped Mussel,2007,Catch,Tonnes,Actual,Environmental Accounts,229,
Green-lipped Mussel,2007,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2008,Asset value,Dollars,Millions,Environmental Accounts,12,
Green-lipped Mussel,2008,Catch,Tonnes,Actual,Environmental Accounts,152.6,
Green-lipped Mussel,2008,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2009,Asset value,Dollars,Millions,Environmental Accounts,12.3,
Green-lipped Mussel,2009,Catch,Tonnes,Actual,Environmental Accounts,74,
Green-lipped Mussel,2009,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2010,Asset value,Dollars,Millions,Environmental Accounts,,
Green-lipped Mussel,2010,Catch,Tonnes,Actual,Environmental Accounts,187.7,
Green-lipped Mussel,2010,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2011,Asset value,Dollars,Millions,Environmental Accounts,3,
Green-lipped Mussel,2011,Catch,Tonnes,Actual,Environmental Accounts,80.4,
Green-lipped Mussel,2011,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2012,Asset value,Dollars,Millions,Environmental Accounts,4,
Green-lipped Mussel,2012,Catch,Tonnes,Actual,Environmental Accounts,162.6,
Green-lipped Mussel,2012,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2013,Asset value,Dollars,Millions,Environmental Accounts,4.8,
Green-lipped Mussel,2013,Catch,Tonnes,Actual,Environmental Accounts,127.1,
Green-lipped Mussel,2013,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2014,Asset value,Dollars,Millions,Environmental Accounts,10.4,
Green-lipped Mussel,2014,Catch,Tonnes,Actual,Environmental Accounts,166.3,
Green-lipped Mussel,2014,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2015,Asset value,Dollars,Millions,Environmental Accounts,13.9,
Green-lipped Mussel,2015,Catch,Tonnes,Actual,Environmental Accounts,207,
Green-lipped Mussel,2015,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2016,Asset value,Dollars,Millions,Environmental Accounts,18.4,
Green-lipped Mussel,2016,Catch,Tonnes,Actual,Environmental Accounts,203.4,
Green-lipped Mussel,2016,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2017,Asset value,Dollars,Millions,Environmental Accounts,17.4,
Green-lipped Mussel,2017,Catch,Tonnes,Actual,Environmental Accounts,209.1,
Green-lipped Mussel,2017,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2018,Asset value,Dollars,Millions,Environmental Accounts,31,R
Green-lipped Mussel,2018,Catch,Tonnes,Actual,Environmental Accounts,151.9,
Green-lipped Mussel,2018,TACC,Tonnes,Actual,Environmental Accounts,1720,
Green-lipped Mussel,2019,Asset value,Dollars,Millions,Environmental Accounts,23.7,P
Green-lipped Mussel,2019,Catch,Tonnes,Actual,Environmental Accounts,148.8,P
Green-lipped Mussel,2019,TACC,Tonnes,Actual,Environmental Accounts,1675,P
Grey Mullet,1996,Asset value,Dollars,Millions,Environmental Accounts,6.6,
Grey Mullet,1996,TACC,Tonnes,Actual,Environmental Accounts,1085.8,
Grey Mullet,1997,Asset value,Dollars,Millions,Environmental Accounts,4.4,
Grey Mullet,1997,TACC,Tonnes,Actual,Environmental Accounts,1085.8,
Grey Mullet,1998,Asset value,Dollars,Millions,Environmental Accounts,3,
Grey Mullet,1998,TACC,Tonnes,Actual,Environmental Accounts,1085.8,
Grey Mullet,1999,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Grey Mullet,1999,TACC,Tonnes,Actual,Environmental Accounts,1005.1,
Grey Mullet,2000,Asset value,Dollars,Millions,Environmental Accounts,2.7,
Grey Mullet,2000,TACC,Tonnes,Actual,Environmental Accounts,1005,
Grey Mullet,2001,Asset value,Dollars,Millions,Environmental Accounts,3.2,
Grey Mullet,2001,TACC,Tonnes,Actual,Environmental Accounts,1005.1,
Grey Mullet,2002,Asset value,Dollars,Millions,Environmental Accounts,3.8,
